Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2009930001552,336700,730560,-3.02886,56.462966,Tayside,Slight,2,1,24/04/2009,Friday,14:45,Dundee City,Dundee City,C,205,Single carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001562,337340,732860,-3.019029,56.483712,Tayside,Slight,2,5,25/04/2009,Saturday,20:05,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,251,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001576,342990,731290,-2.926957,56.470328,Tayside,Slight,2,1,26/04/2009,Sunday,14:50,Dundee City,Dundee City,A,92,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2009930001580,340540,730540,-2.966547,56.463287,Tayside,Slight,1,2,29/04/2009,Wednesday,12:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001584,346320,732330,-2.873127,56.480062,Tayside,Slight,3,1,29/04/2009,Wednesday,19:05,Dundee City,Dundee City,C,235,Single carriageway,30,Roundabout,Give way or uncontrolled,A,92,None within 50 metres ,Central refuge,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001600,340130,730040,-2.973085,56.458744,Tayside,Serious,1,1,04/05/2009,Monday,16:40,Dundee City,Dundee City,C,253,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001602,340780,730470,-2.962637,56.462689,Tayside,Slight,2,1,09/05/2009,Saturday,09:30,Dundee City,Dundee City,A,92,Dual carriageway,30,T or staggered junction,Auto traffic signal,A,991,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001604,342920,731350,-2.928106,56.470858,Tayside,Serious,2,1,09/05/2009,Saturday,14:00,Dundee City,Dundee City,A,92,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930001607,338630,730610,-2.997556,56.463671,Tayside,Slight,2,1,01/05/2009,Friday,19:55,Dundee City,Dundee City,C,210,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001610,340180,733670,-2.973108,56.491358,Tayside,Slight,3,1,05/05/2009,Tuesday,16:30,Dundee City,Dundee City,Unclassified,0,Dual carriageway,30,Roundabout,Give way or uncontrolled,C,236,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930001703,336890,729860,-3.025607,56.456704,Tayside,Serious,2,1,17/04/2009,Friday,18:50,Dundee City,Dundee City,A,85,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,235,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001717,339540,730220,-2.982699,56.460285,Tayside,Slight,1,1,02/05/2009,Saturday,16:00,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Roundabout,Give way or uncontrolled,C,253,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001719,336670,732910,-3.029918,56.484072,Tayside,Serious,1,1,04/05/2009,Monday,01:58,Dundee City,Dundee City,Unclassified,0,Single carriageway,20,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - no lighting,Fine no high winds,Wet or damp,None,None,Rural,Yes,
2009930001726,340030,731220,-2.974979,56.469331,Tayside,Slight,2,1,08/05/2009,Friday,09:35,Dundee City,Dundee City,C,209,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2009930001728,338440,732530,-3.001092,56.480893,Tayside,Slight,2,1,09/05/2009,Saturday,10:30,Dundee City,Dundee City,C,252,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2009930001759,345350,732140,-2.888834,56.478243,Tayside,Slight,2,1,05/05/2009,Tuesday,12:20,Dundee City,Dundee City,A,92,Dual carriageway,40,T or staggered junction,Auto traffic signal,B,978,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001775,337690,731750,-3.013081,56.473788,Tayside,Slight,2,4,03/05/2009,Sunday,15:50,Dundee City,Dundee City,A,923,Dual carriageway,30,Roundabout,Give way or uncontrolled,C,253,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001786,339850,730580,-2.977753,56.463559,Tayside,Serious,1,3,15/05/2009,Friday,19:44,Dundee City,Dundee City,Unclassified,0,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,Central refuge,Daylight,Raining + high winds,Wet or damp,None,None,Urban,Yes,
2009930001790,340010,732730,-2.975652,56.482893,Tayside,Slight,2,2,19/05/2009,Tuesday,11:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Roundabout,Give way or uncontrolled,A,90,None within 50 metres ,Central refuge,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2009930001794,346480,731570,-2.870374,56.473253,Tayside,Slight,1,1,20/05/2009,Wednesday,10:10,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001799,341570,733950,-2.9506,56.494048,Tayside,Slight,2,1,09/05/2009,Saturday,17:35,Dundee City,Dundee City,A,90,Dual carriageway,40,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,Footbridge or subway,Daylight,Raining no high winds,Wet or damp,None,None,Rural,Yes,
2009930001808,338380,732690,-3.002104,56.482322,Tayside,Slight,2,1,07/05/2009,Thursday,09:55,Dundee City,Dundee City,A,90,Roundabout,50,Roundabout,Give way or uncontrolled,C,202,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930001811,341550,731120,-2.950289,56.468624,Tayside,Slight,1,1,25/05/2009,Monday,18:00,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001818,341190,731250,-2.956161,56.469747,Tayside,Slight,2,3,03/05/2009,Sunday,11:00,Dundee City,Dundee City,B,959,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001835,338360,731970,-3.002258,56.475852,Tayside,Slight,2,1,29/04/2009,Wednesday,12:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001836,343520,733010,-2.918729,56.485842,Tayside,Slight,2,1,15/05/2009,Friday,18:10,Dundee City,Dundee City,C,229,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930001837,341050,732100,-2.958625,56.477365,Tayside,Slight,3,2,21/05/2009,Thursday,07:45,Dundee City,Dundee City,C,244,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001840,344110,732170,-2.908969,56.478367,Tayside,Serious,2,1,01/06/2009,Monday,17:00,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001862,346390,732180,-2.87196,56.478722,Tayside,Slight,2,1,01/05/2009,Friday,18:30,Dundee City,Dundee City,C,235,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,235,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001868,343010,731810,-2.926746,56.475001,Tayside,Slight,2,1,22/05/2009,Friday,14:45,Dundee City,Dundee City,A,972,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001881,339140,732940,-2.989825,56.484667,Tayside,Serious,1,1,15/05/2009,Friday,14:25,Dundee City,Dundee City,B,960,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001889,338480,734170,-3.000831,56.49563,Tayside,Slight,3,1,01/06/2009,Monday,10:40,Dundee City,Dundee City,B,960,Single carriageway,30,Crossroads,Give way or uncontrolled,C,218,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001899,337520,733980,-3.016375,56.493797,Tayside,Serious,2,1,24/05/2009,Sunday,11:40,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001900,339840,730220,-2.977832,56.460324,Tayside,Slight,2,2,06/06/2009,Saturday,11:20,Dundee City,Dundee City,Unclassified,0,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2009930001924,340770,732110,-2.963172,56.477419,Tayside,Serious,2,2,29/05/2009,Friday,15:30,Dundee City,Dundee City,C,244,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001959,336970,732790,-3.025018,56.483034,Tayside,Serious,1,3,21/05/2009,Thursday,12:55,Dundee City,Dundee City,Unclassified,0,Single carriageway,20,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930001963,341510,732890,-2.951336,56.484519,Tayside,Slight,2,1,12/06/2009,Friday,20:10,Dundee City,Dundee City,A,90,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002026,340580,731440,-2.966104,56.471377,Tayside,Slight,2,1,11/03/2009,Wednesday,08:05,Dundee City,Dundee City,C,0,Single carriageway,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930002040,339510,732160,-2.983636,56.477708,Tayside,Slight,4,1,15/06/2009,Monday,08:20,Dundee City,Dundee City,B,960,Single carriageway,30,Crossroads,Give way or uncontrolled,C,244,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930002052,343660,731230,-2.916071,56.469869,Tayside,Slight,2,1,23/05/2009,Saturday,00:10,Dundee City,Dundee City,C,219,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002062,336160,730040,-3.037494,56.458222,Tayside,Serious,1,1,05/06/2009,Friday,17:19,Dundee City,Dundee City,C,235,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930002093,345260,732470,-2.890364,56.481197,Tayside,Serious,2,2,30/05/2009,Saturday,22:05,Dundee City,Dundee City,B,978,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002112,341340,732010,-2.953898,56.476593,Tayside,Serious,1,1,26/05/2009,Tuesday,16:45,Dundee City,Dundee City,A,90,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002133,341320,731920,-2.954202,56.475782,Tayside,Slight,2,1,17/06/2009,Wednesday,20:20,Dundee City,Dundee City,A,90,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002140,344560,731470,-2.901515,56.472132,Tayside,Serious,2,1,23/06/2009,Tuesday,18:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002149,341490,732150,-2.951494,56.477869,Tayside,Slight,2,1,16/06/2009,Tuesday,16:30,Dundee City,Dundee City,C,244,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002159,336920,731330,-3.025476,56.469912,Tayside,Slight,2,1,26/06/2009,Friday,19:40,Dundee City,Dundee City,C,231,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002200,341590,734100,-2.950309,56.495398,Tayside,Serious,7,5,26/06/2009,Friday,07:55,Dundee City,Dundee City,A,929,Dual carriageway,70,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,
2009930002219,338900,732330,-2.993578,56.479157,Tayside,Slight,2,1,07/06/2009,Sunday,15:25,Dundee City,Dundee City,C,201,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002222,346970,731060,-2.862317,56.468727,Tayside,Slight,2,1,30/06/2009,Tuesday,20:05,Dundee City,Dundee City,A,930,Single carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002272,340840,731310,-2.961854,56.470242,Tayside,Slight,1,1,02/07/2009,Thursday,18:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,211,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002312,343160,731790,-2.924307,56.47484,Tayside,Slight,2,1,20/02/2009,Friday,07:35,Dundee City,Dundee City,C,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2009930002334,336620,733040,-3.030761,56.485233,Tayside,Serious,1,1,18/06/2009,Thursday,18:35,Dundee City,Dundee City,A,923,Single carriageway,50,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,
2009930002337,340010,731760,-2.975428,56.474179,Tayside,Slight,1,1,27/06/2009,Saturday,03:45,Dundee City,Dundee City,B,960,Single carriageway,30,Crossroads,Give way or uncontrolled,C,209,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002339,339110,731070,-2.989875,56.467865,Tayside,Serious,2,1,04/07/2009,Saturday,18:35,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002348,338480,730130,-2.999876,56.45934,Tayside,Slight,1,1,05/07/2009,Sunday,14:45,Dundee City,Dundee City,C,234,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002349,340080,731120,-2.974145,56.468439,Tayside,Slight,2,1,13/07/2009,Monday,12:00,Dundee City,Dundee City,C,209,One way street,30,T or staggered junction,Auto traffic signal,C,245,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2009930002376,342050,731010,-2.94215,56.467698,Tayside,Slight,1,1,25/06/2009,Thursday,12:40,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002384,339430,732810,-2.985086,56.483537,Tayside,Fatal,1,1,11/07/2009,Saturday,17:45,Dundee City,Dundee City,A,90,Dual carriageway,50,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002388,340500,731300,-2.96737,56.470109,Tayside,Serious,2,3,10/06/2009,Wednesday,15:05,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930002421,347060,731090,-2.860862,56.469007,Tayside,Slight,3,4,02/07/2009,Thursday,14:35,Dundee City,Dundee City,A,930,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002425,340260,730320,-2.97104,56.461276,Tayside,Slight,1,1,22/06/2009,Monday,15:35,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002430,338700,732500,-2.996865,56.480658,Tayside,Slight,2,1,12/07/2009,Sunday,15:20,Dundee City,Dundee City,C,244,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002431,338500,731420,-2.999856,56.47093,Tayside,Slight,2,1,14/07/2009,Tuesday,18:05,Dundee City,Dundee City,C,201,Single carriageway,30,Crossroads,Give way or uncontrolled,C,233,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002439,338910,731580,-2.99324,56.472421,Tayside,Slight,1,1,15/07/2009,Wednesday,13:00,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2009930002440,340570,730710,-2.966099,56.464818,Tayside,Serious,1,1,16/07/2009,Thursday,17:00,Dundee City,Dundee City,A,991,Dual carriageway,30,Crossroads,Auto traffic signal,A,911,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002446,340050,730020,-2.974379,56.458554,Tayside,Serious,2,1,20/07/2009,Monday,16:45,Dundee City,Dundee City,Unclassified,0,Dual carriageway,30,Crossroads,Auto traffic signal,C,253,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2009930002464,338870,731920,-2.993969,56.47547,Tayside,Slight,2,1,12/07/2009,Sunday,19:20,Dundee City,Dundee City,C,201,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002467,338810,731590,-2.994865,56.472498,Tayside,Serious,1,1,25/07/2009,Saturday,11:30,Dundee City,Dundee City,C,201,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002486,343330,732340,-2.921668,56.479801,Tayside,Slight,2,1,05/07/2009,Sunday,17:40,Dundee City,Dundee City,B,961,Dual carriageway,30,Private drive or entrance,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,Roadworks,None,Urban,Yes,
2009930002487,337180,729600,-3.02084,56.454407,Tayside,Slight,2,2,09/07/2009,Thursday,14:50,Dundee City,Dundee City,A,85,Single carriageway,50,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002489,345030,733300,-2.894274,56.488626,Tayside,Slight,2,2,15/07/2009,Wednesday,16:50,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2009930002492,346280,730990,-2.8735,56.46802,Tayside,Slight,1,1,25/07/2009,Saturday,15:00,Dundee City,Dundee City,A,930,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002493,339560,731400,-2.982648,56.470888,Tayside,Serious,2,1,27/07/2009,Monday,17:15,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002496,341440,731010,-2.95205,56.467622,Tayside,Serious,2,1,28/07/2009,Tuesday,14:35,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002511,340010,730080,-2.975041,56.459088,Tayside,Slight,1,1,01/07/2009,Wednesday,13:25,Dundee City,Dundee City,A,923,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002631,339860,730170,-2.977496,56.459877,Tayside,Slight,2,1,24/07/2009,Friday,07:00,Dundee City,Dundee City,Unclassified,0,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2009930002636,340890,730560,-2.960873,56.463511,Tayside,Serious,2,2,27/07/2009,Monday,19:55,Dundee City,Dundee City,A,92,Dual carriageway,30,Private drive or entrance,Auto traffic signal,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002645,341890,732290,-2.945033,56.479176,Tayside,Slight,2,2,28/07/2009,Tuesday,14:30,Dundee City,Dundee City,A,972,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2009930002745,341580,733100,-2.950247,56.486414,Tayside,Slight,2,2,21/07/2009,Tuesday,18:25,Dundee City,Dundee City,C,236,Single carriageway,30,Crossroads,Auto traffic signal,A,90,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,No,
2009930002750,335620,731640,-3.04665,56.472521,Tayside,Serious,1,1,01/08/2009,Saturday,21:50,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002756,337920,729820,-3.008888,56.456481,Tayside,Serious,2,1,29/06/2009,Monday,09:00,Dundee City,Dundee City,C,235,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2009930002758,335800,731170,-3.043613,56.468324,Tayside,Slight,2,1,02/08/2009,Sunday,22:45,Dundee City,Dundee City,C,231,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2009930002764,341600,734050,-2.950135,56.49495,Tayside,Serious,2,1,13/08/2009,Thursday,19:40,Dundee City,Dundee City,A,90,Roundabout,40,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,Central refuge,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,
