Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2011930001680,347920,731550,-2.846997,56.473235,Tayside,Serious,1,1,12/05/2011,Thursday,11:10,Dundee City,Dundee City,A,930,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,242,None within 50 metres ,Central refuge,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2011930001681,342960,732110,-2.927624,56.47769,Tayside,Slight,2,1,17/05/2011,Tuesday,15:45,Dundee City,Dundee City,C,200,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001695,340160,730050,-2.972601,56.458837,Tayside,Serious,1,1,26/05/2011,Thursday,18:10,Dundee City,Dundee City,C,253,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001696,342600,733050,-2.933675,56.48609,Tayside,Slight,1,1,28/05/2011,Saturday,17:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001697,338670,733740,-2.997644,56.491792,Tayside,Slight,2,1,28/05/2011,Saturday,18:40,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Roundabout,Give way or uncontrolled,B,960,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001698,341090,731150,-2.957761,56.468836,Tayside,Slight,3,1,26/05/2011,Thursday,17:07,Dundee City,Dundee City,A,929,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001700,342150,732060,-2.940761,56.477142,Tayside,Slight,2,1,01/06/2011,Wednesday,16:00,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,A,92,None within 50 metres ,Central refuge,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001701,338040,730290,-3.007053,56.460719,Tayside,Slight,5,1,01/06/2011,Wednesday,08:40,Dundee City,Dundee City,C,240,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001702,336490,731550,-3.032508,56.471831,Tayside,Slight,3,1,23/03/2011,Wednesday,17:10,Dundee City,Dundee City,Unclassified,0,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001706,343470,731190,-2.919145,56.469487,Tayside,Slight,1,1,04/06/2011,Saturday,09:30,Dundee City,Dundee City,C,219,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001712,341930,730880,-2.944069,56.466515,Tayside,Serious,2,1,10/06/2011,Friday,12:30,Dundee City,Dundee City,A,92,Dual carriageway,40,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,Central refuge,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001713,336760,731970,-3.028228,56.47564,Tayside,Slight,2,1,11/06/2011,Saturday,16:45,Dundee City,Dundee City,C,243,Single carriageway,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2011930001797,339910,731540,-2.977001,56.47219,Tayside,Slight,2,1,26/05/2011,Thursday,12:15,Dundee City,Dundee City,B,960,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001803,343010,732110,-2.926812,56.477696,Tayside,Slight,1,1,03/06/2011,Friday,14:30,Dundee City,Dundee City,C,200,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001806,343520,731730,-2.918451,56.474344,Tayside,Serious,1,1,06/06/2011,Monday,15:30,Dundee City,Dundee City,A,92,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001823,340910,731040,-2.960657,56.467825,Tayside,Slight,2,1,17/06/2011,Friday,14:40,Dundee City,Dundee City,B,959,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2011930001841,341560,733490,-2.950659,56.489915,Tayside,Serious,1,1,16/06/2011,Thursday,18:20,Dundee City,Dundee City,A,90,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001913,335260,730210,-3.052138,56.459626,Tayside,Slight,2,1,23/06/2011,Thursday,09:00,Dundee City,Dundee City,A,85,Dual carriageway,50,T or staggered junction,Give way or uncontrolled,C,235,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001936,342580,732170,-2.933805,56.478183,Tayside,Slight,1,2,22/05/2011,Sunday,20:15,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,200,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930001969,338410,731840,-3.001416,56.474691,Tayside,Serious,2,1,23/05/2011,Monday,10:30,Dundee City,Dundee City,C,222,Single carriageway,30,T or staggered junction,Auto traffic signal,C,252,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Raining + high winds,Wet or damp,Roadworks,None,Urban,Yes,
2011930002031,340470,732660,-2.968168,56.482322,Tayside,Slight,4,1,24/06/2011,Friday,08:50,Dundee City,Dundee City,A,90,Dual carriageway,50,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002032,343740,731320,-2.914792,56.470687,Tayside,Serious,2,1,24/06/2011,Friday,18:35,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002034,341560,733670,-2.950699,56.491532,Tayside,Serious,2,1,28/05/2011,Saturday,16:10,Dundee City,Dundee City,A,90,Roundabout,40,Roundabout,Give way or uncontrolled,C,248,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002038,341100,729800,-2.957294,56.45671,Tayside,Slight,2,1,26/06/2011,Sunday,22:15,Dundee City,Dundee City,A,92,Dual carriageway,50,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Rural,Yes,
2011930002040,338170,731300,-3.005183,56.469809,Tayside,Slight,2,2,27/06/2011,Monday,19:40,Dundee City,Dundee City,A,923,Single carriageway,30,Crossroads,Auto traffic signal,Unclassified,0,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002041,338120,731200,-3.005971,56.468904,Tayside,Slight,1,1,09/06/2011,Thursday,10:10,Dundee City,Dundee City,C,231,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002044,343080,733310,-2.925938,56.488484,Tayside,Slight,1,1,28/06/2011,Tuesday,15:55,Dundee City,Dundee City,C,229,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002046,341050,730970,-2.958369,56.467214,Tayside,Slight,1,1,22/06/2011,Wednesday,13:35,Dundee City,Dundee City,A,929,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002052,346400,732140,-2.871789,56.478364,Tayside,Slight,3,1,23/06/2011,Thursday,13:30,Dundee City,Dundee City,C,235,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,235,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fog or mist,Wet or damp,None,None,Urban,Yes,
2011930002057,339730,730160,-2.979603,56.459771,Tayside,Serious,1,1,10/07/2011,Sunday,02:20,Dundee City,Dundee City,C,253,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,Central refuge,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2011930002063,340330,731560,-2.970189,56.472423,Tayside,Slight,2,1,06/07/2011,Wednesday,16:45,Dundee City,Dundee City,A,929,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2011930002071,342340,732580,-2.937792,56.481836,Tayside,Slight,2,1,14/07/2011,Thursday,05:50,Dundee City,Dundee City,C,211,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002072,336610,731900,-3.030646,56.474991,Tayside,Slight,1,1,17/07/2011,Sunday,14:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002079,339790,733450,-2.97939,56.489332,Tayside,Slight,1,1,17/07/2011,Sunday,17:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002093,342320,732560,-2.938112,56.481654,Tayside,Slight,1,1,25/07/2011,Monday,09:20,Dundee City,Dundee City,C,211,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002102,343680,731740,-2.915856,56.474453,Tayside,Slight,3,1,08/07/2011,Friday,08:30,Dundee City,Dundee City,B,959,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002111,340310,730730,-2.970323,56.464965,Tayside,Serious,1,1,30/07/2011,Saturday,13:20,Dundee City,Dundee City,A,929,Single carriageway,30,T or staggered junction,Auto traffic signal,C,209,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002118,341540,733310,-2.950943,56.488295,Tayside,Slight,2,2,26/05/2011,Thursday,14:40,Dundee City,Dundee City,Unclassified,0,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2011930002125,340330,729980,-2.969827,56.45823,Tayside,Serious,1,1,21/07/2011,Thursday,13:45,Dundee City,Dundee City,A,991,Dual carriageway,30,Roundabout,Give way or uncontrolled,A,85,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2011930002161,340580,731440,-2.966104,56.471377,Tayside,Slight,2,1,18/06/2011,Saturday,08:10,Dundee City,Dundee City,A,929,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002165,340720,730090,-2.963524,56.459268,Tayside,Slight,2,3,13/07/2011,Wednesday,17:10,Dundee City,Dundee City,A,92,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002167,339500,732180,-2.983803,56.477887,Tayside,Slight,2,1,28/07/2011,Thursday,10:00,Dundee City,Dundee City,C,244,Single carriageway,30,Crossroads,Auto traffic signal,B,960,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2011930002168,335770,730590,-3.043957,56.46311,Tayside,Serious,1,1,26/07/2011,Tuesday,08:20,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002169,336680,729940,-3.029034,56.457394,Tayside,Slight,2,1,29/07/2011,Friday,13:00,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,235,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002171,338390,732700,-3.001944,56.482414,Tayside,Slight,5,1,28/07/2011,Thursday,16:20,Dundee City,Dundee City,A,90,Dual carriageway,50,Slip road,Give way or uncontrolled,C,202,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002172,338850,729770,-2.993789,56.456154,Tayside,Slight,1,1,08/08/2011,Monday,13:10,Dundee City,Dundee City,C,235,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002175,344990,731950,-2.894638,56.476495,Tayside,Serious,2,1,04/08/2011,Thursday,06:40,Dundee City,Dundee City,A,92,Single carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002180,337340,731970,-3.018814,56.475718,Tayside,Slight,3,1,05/08/2011,Friday,18:55,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002184,338230,730290,-3.00397,56.460744,Tayside,Serious,3,1,03/08/2011,Wednesday,19:10,Dundee City,Dundee City,C,240,Single carriageway,30,Crossroads,Give way or uncontrolled,C,234,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002212,340290,730440,-2.970581,56.462357,Tayside,Slight,2,1,20/07/2011,Wednesday,09:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,204,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002233,340550,730720,-2.966426,56.464905,Tayside,Serious,2,4,25/07/2011,Monday,10:00,Dundee City,Dundee City,A,991,Dual carriageway,30,Crossroads,Auto traffic signal,A,911,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002239,336730,731960,-3.028713,56.475546,Tayside,Slight,1,1,30/07/2011,Saturday,09:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Roundabout,Give way or uncontrolled,C,243,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2011930002247,346460,732410,-2.870871,56.480796,Tayside,Slight,2,1,10/08/2011,Wednesday,14:15,Dundee City,Dundee City,A,92,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Other,Wet or damp,None,None,Rural,Yes,
2011930002289,339870,731540,-2.97765,56.472185,Tayside,Slight,2,1,08/07/2011,Friday,12:40,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,B,960,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002290,338140,732430,-3.005939,56.479955,Tayside,Serious,2,1,27/08/2011,Saturday,10:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002291,340730,730110,-2.963367,56.459449,Tayside,Serious,2,2,22/08/2011,Monday,14:10,Dundee City,Dundee City,A,92,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002300,334160,730530,-3.070065,56.462348,Tayside,Serious,2,3,15/07/2011,Friday,11:40,Dundee City,Dundee City,A,90,Dual carriageway,70,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,
2011930002318,339790,729830,-2.978553,56.456814,Tayside,Slight,2,2,04/08/2011,Thursday,13:00,Dundee City,Dundee City,C,235,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2011930002336,336070,731190,-3.039236,56.46854,Tayside,Slight,2,1,08/08/2011,Monday,07:15,Dundee City,Dundee City,C,231,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,246,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002337,335470,731140,-3.048961,56.468009,Tayside,Slight,1,1,11/08/2011,Thursday,14:15,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002341,340050,730020,-2.974379,56.458554,Tayside,Slight,3,2,24/08/2011,Wednesday,09:15,Dundee City,Dundee City,Unclassified,0,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002354,345340,732110,-2.88899,56.477973,Tayside,Slight,2,2,21/07/2011,Thursday,15:50,Dundee City,Dundee City,A,92,Dual carriageway,40,T or staggered junction,Auto traffic signal,B,978,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002356,341100,731220,-2.957615,56.469466,Tayside,Slight,2,1,30/08/2011,Tuesday,11:15,Dundee City,Dundee City,A,929,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,A,929,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2011930002357,338470,734170,-3.000993,56.495629,Tayside,Slight,2,2,30/08/2011,Tuesday,10:30,Dundee City,Dundee City,B,960,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,218,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002358,335650,731640,-3.046163,56.472525,Tayside,Slight,2,1,10/08/2011,Wednesday,13:25,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2011930002364,338830,730450,-2.994273,56.46226,Tayside,Slight,1,1,14/07/2011,Thursday,17:40,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2011930002373,339900,730700,-2.976969,56.464643,Tayside,Slight,1,1,03/06/2011,Friday,16:40,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,238,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002374,339950,731810,-2.976414,56.474621,Tayside,Slight,3,2,23/07/2011,Saturday,00:50,Dundee City,Dundee City,A,929,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002375,340380,729880,-2.968993,56.457338,Tayside,Serious,1,2,04/07/2011,Monday,14:20,Dundee City,Dundee City,A,85,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002390,342860,733790,-2.929616,56.492769,Tayside,Serious,2,1,06/09/2011,Tuesday,21:10,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002392,340100,730660,-2.973715,56.464309,Tayside,Slight,1,1,08/09/2011,Thursday,18:45,Dundee City,Dundee City,Unclassified,0,Dual carriageway,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002397,338160,731300,-3.005346,56.469808,Tayside,Slight,2,3,06/09/2011,Tuesday,20:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Auto traffic signal,Unclassified,0,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2011930002766,336480,730640,-3.032449,56.463655,Tayside,Slight,2,1,16/08/2011,Tuesday,15:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2011930002771,338290,732940,-3.003625,56.484556,Tayside,Slight,2,1,17/08/2011,Wednesday,19:10,Dundee City,Dundee City,C,202,Single carriageway,30,T or staggered junction,Auto traffic signal,C,218,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002779,339080,729250,-2.989936,56.451513,Tayside,Slight,2,1,03/09/2011,Saturday,15:20,Dundee City,Dundee City,Unclassified,0,Dual carriageway,50,T or staggered junction,Give way or uncontrolled,A,85,None within 50 metres ,Central refuge,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,
2011930002784,340510,730100,-2.966934,56.459331,Tayside,Slight,3,1,06/09/2011,Tuesday,06:40,Dundee City,Dundee City,A,92,Unknown,30,T or staggered junction,Auto traffic signal,A,991,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002797,343090,731660,-2.925415,56.473663,Tayside,Slight,2,1,15/09/2011,Thursday,06:00,Dundee City,Dundee City,B,959,Roundabout,30,Roundabout,Give way or uncontrolled,A,92,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002825,340280,730590,-2.970778,56.463703,Tayside,Slight,2,1,13/09/2011,Tuesday,09:45,Dundee City,Dundee City,C,204,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002829,342330,733080,-2.938065,56.486327,Tayside,Slight,2,1,14/09/2011,Wednesday,18:20,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002839,338500,731410,-2.999854,56.47084,Tayside,Slight,2,1,25/08/2011,Thursday,17:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Give way or uncontrolled,C,233,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2011930002860,339250,731530,-2.98771,56.472016,Tayside,Slight,2,1,30/09/2011,Friday,12:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2011930002861,341550,733090,-2.950731,56.48632,Tayside,Slight,2,2,01/10/2011,Saturday,18:30,Dundee City,Dundee City,A,90,Dual carriageway,30,Crossroads,Auto traffic signal,C,236,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2011930002868,338710,733590,-2.996959,56.49045,Tayside,Slight,2,1,02/10/2011,Sunday,20:10,Dundee City,Dundee City,Unclassified,0,Dual carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2011930002876,338170,730460,-3.004984,56.462263,Tayside,Slight,1,1,02/10/2011,Sunday,13:20,Dundee City,Dundee City,C,234,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
